account_id,client_id,region,product,collateral_value,loan_amount,margin_requirement_pct,required_collateral,eligible_collateral,exposure,margin_deficit,margin_call_amount,call_date,due_date,status,days_to_due,risk_band
ACC10171,CL1171,Hong Kong,Multi-Asset,1394523.2,1212773.94,0.65,3455196.41,3392863.92,0.0,62332.49,62332.49,2026-08-09,2026-08-11,Open,-6,High
ACC10172,CL1172,US,ETF,1103581.53,498719.49,0.55,1105808.18,1050671.77,0.0,55136.41,55136.41,2026-06-18,2026-06-20,Met,-58,High
ACC10173,CL1173,UK,Multi-Asset,376968.85,216158.44,0.65,615836.01,452452.9,0.0,163383.11,163383.11,2026-06-06,2026-06-09,Overdue,-69,Critical
ACC10174,CL1174,US,Fixed Income,1353283.75,1110304.4,0.55,2461872.28,1833943.26,0.0,627929.02,627929.02,2026-07-15,2026-07-16,Open,-32,Critical
ACC10175,CL1175,UK,Equity,494598.0,300782.39,0.7,999277.04,999732.71,0.0,0.0,0.0,2026-06-23,2026-06-25,Met,-53,Low
ACC10176,CL1176,US,Equity,343583.53,172116.86,0.65,490361.42,426849.46,0.0,63511.96,63511.96,2026-06-23,2026-06-25,Open,-53,High
ACC10177,CL1177,Hong Kong,Equity,279273.82,175975.17,0.6,438840.82,508455.91,0.0,0.0,0.0,2026-06-26,2026-06-27,Met,-51,Low
ACC10178,CL1178,UK,ETF,352620.52,206352.34,0.55,457543.99,413297.32,0.0,44246.67,44246.67,2026-06-07,2026-06-08,Open,-70,High
ACC10179,CL1179,Singapore,ETF,330667.09,288128.74,0.55,638866.39,492975.33,0.0,145891.06,145891.06,2026-07-14,2026-07-15,Met,-33,Critical
ACC10180,CL1180,US,Equity,502731.83,304994.31,0.65,868929.66,918770.96,0.0,0.0,0.0,2026-06-27,2026-06-29,Met,-49,Low
ACC10181,CL1001,US,Equity,499034.49,421417.78,0.55,934407.49,791141.06,0.0,143266.43,143266.43,2026-06-26,2026-06-28,Met,-50,Critical
ACC10182,CL1002,US,Fixed Income,443425.25,397280.68,0.6,990724.89,953805.68,0.0,36919.21,36919.21,2026-07-06,2026-07-08,Met,-40,High
ACC10183,CL1003,Singapore,Multi-Asset,613971.4,409462.87,0.55,907899.93,952311.12,0.0,0.0,0.0,2026-07-25,2026-07-27,Met,-21,Low
ACC10184,CL1004,Singapore,ETF,1080554.3,977870.92,0.65,2785957.04,3204218.5,0.0,0.0,0.0,2026-08-03,2026-08-04,Met,-13,Low
ACC10185,CL1005,US,Equity,901815.83,575952.82,0.65,1640891.23,1798573.65,0.0,0.0,0.0,2026-07-27,2026-07-28,Met,-20,Low
ACC10186,CL1006,UK,Equity,145266.68,135394.24,0.65,385738.58,400466.28,0.0,0.0,0.0,2026-08-08,2026-08-09,Met,-8,Low
ACC10187,CL1007,Hong Kong,Equity,65157.27,32229.7,0.65,91822.51,95478.57,0.0,0.0,0.0,2026-07-31,2026-08-01,Met,-16,Low
ACC10188,CL1008,UK,Multi-Asset,891570.62,707469.88,0.55,1568669.36,1839990.05,0.0,0.0,0.0,2026-06-02,2026-06-03,Met,-75,Low
ACC10189,CL1009,UK,Equity,158711.12,110606.89,0.5,220772.24,187195.44,0.0,33576.8,33576.8,2026-07-25,2026-07-26,Open,-22,High
ACC10190,CL1010,US,ETF,373781.23,240649.48,0.65,685611.05,480308.97,0.0,205302.08,205302.08,2026-07-08,2026-07-09,Met,-39,Critical
ACC10191,CL1011,US,Equity,183949.26,140970.61,0.6,351547.66,293885.86,0.0,57661.8,57661.8,2026-06-29,2026-06-30,Met,-48,High
ACC10192,CL1012,Singapore,ETF,114521.14,91837.77,0.6,229021.87,185266.25,0.0,43755.62,43755.62,2026-06-26,2026-06-27,Disputed,-51,High
ACC10193,CL1013,Singapore,Fixed Income,664039.59,300266.51,0.5,599334.35,617864.15,0.0,0.0,0.0,2026-07-05,2026-07-06,Met,-42,Low
ACC10194,CL1014,UK,Fixed Income,781809.49,417077.03,0.55,924782.77,940370.72,0.0,0.0,0.0,2026-08-06,2026-08-07,Met,-10,Low
ACC10195,CL1015,US,Equity,287109.0,231560.02,0.5,462195.65,460684.59,0.0,1511.06,1511.06,2026-06-29,2026-07-02,Met,-46,Medium
ACC10196,CL1016,US,Equity,63368.25,49629.55,0.7,164882.23,116756.69,0.0,48125.54,48125.54,2026-07-04,2026-07-06,Overdue,-42,High
ACC10197,CL1017,Hong Kong,Equity,293700.75,274029.78,0.55,607604.83,646727.91,0.0,0.0,0.0,2026-07-11,2026-07-13,Met,-35,Low
ACC10198,CL1018,Singapore,Multi-Asset,593535.91,492942.79,0.6,1229283.77,1059353.98,0.0,169929.79,169929.79,2026-07-11,2026-07-12,Overdue,-36,Critical
ACC10199,CL1019,Singapore,Multi-Asset,145920.37,135032.72,0.5,269526.39,278293.54,0.0,0.0,0.0,2026-06-23,2026-06-25,Met,-53,Low
ACC10200,CL1020,Hong Kong,ETF,507636.0,406753.63,0.65,1158842.25,1133682.87,0.0,25159.38,25159.38,2026-08-10,2026-08-12,Met,-5,High
ACC10201,CL1021,UK,ETF,437362.48,261991.54,0.6,653345.49,569302.7,0.0,84042.79,84042.79,2026-06-03,2026-06-05,Met,-73,High
ACC10202,CL1022,US,Fixed Income,683149.24,343407.14,0.7,1140887.51,875389.45,0.0,265498.06,265498.06,2026-07-28,2026-07-29,Met,-19,Critical
ACC10203,CL1023,US,Equity,483925.03,406938.33,0.7,1351954.58,1010193.24,0.0,341761.34,341761.34,2026-07-02,2026-07-04,Open,-44,Critical
ACC10204,CL1024,Singapore,Multi-Asset,213245.27,164641.26,0.6,410576.71,458104.73,0.0,0.0,0.0,2026-07-01,2026-07-03,Met,-45,Low
ACC10205,CL1025,UK,Equity,1085366.88,514564.85,0.7,1709517.77,1981670.9,0.0,0.0,0.0,2026-07-13,2026-07-15,Met,-33,Low
ACC10206,CL1026,US,Equity,392818.45,247485.54,0.7,822211.1,842679.24,0.0,0.0,0.0,2026-06-07,2026-06-09,Met,-69,Low
ACC10207,CL1027,US,ETF,433445.61,402410.86,0.65,1146469.69,861820.82,0.0,284648.87,284648.87,2026-06-01,2026-06-02,Open,-76,Critical
ACC10208,CL1028,Hong Kong,Equity,219706.76,153838.8,0.65,438287.18,394902.71,0.0,43384.47,43384.47,2026-07-31,2026-08-01,Overdue,-16,High
ACC10209,CL1029,US,Equity,317279.48,211423.8,0.55,468788.91,499011.54,0.0,0.0,0.0,2026-06-14,2026-06-15,Met,-63,Low
ACC10210,CL1030,US,Fixed Income,227839.79,154669.0,0.6,385708.23,420387.43,0.0,0.0,0.0,2026-07-22,2026-07-24,Met,-24,Low
ACC10211,CL1031,UK,Equity,388594.03,215452.6,0.5,430045.11,326451.25,0.0,103593.86,103593.86,2026-06-06,2026-06-07,Disputed,-71,Critical
ACC10212,CL1032,Hong Kong,ETF,1597229.88,1013208.5,0.5,2022372.26,1415691.64,0.0,606680.62,606680.62,2026-06-10,2026-06-11,Open,-67,Critical
ACC10213,CL1033,UK,Equity,158114.41,100387.89,0.7,333514.58,352214.25,0.0,0.0,0.0,2026-08-10,2026-08-11,Met,-6,Low
ACC10214,CL1034,US,Equity,131903.91,62809.68,0.6,156632.62,137570.13,0.0,19062.49,19062.49,2026-06-30,2026-07-01,Met,-47,Medium
ACC10215,CL1035,Hong Kong,Equity,1333580.18,1111917.57,0.65,3167856.32,2620579.57,0.0,547276.75,547276.75,2026-06-21,2026-06-22,Met,-56,Critical
ACC10216,CL1036,US,Equity,378135.26,248908.37,0.65,709140.66,500971.52,0.0,208169.14,208169.14,2026-07-30,2026-08-01,Overdue,-16,Critical
ACC10217,CL1037,US,Fixed Income,267853.49,230645.95,0.65,657110.97,637496.01,0.0,19614.96,19614.96,2026-08-13,2026-08-15,Met,-2,Medium
ACC10218,CL1038,Hong Kong,Equity,965043.56,844581.03,0.7,2805917.04,3158271.1,0.0,0.0,0.0,2026-08-02,2026-08-03,Met,-14,Low
ACC10219,CL1039,UK,ETF,280909.64,156184.92,0.55,346308.03,408233.39,0.0,0.0,0.0,2026-07-12,2026-07-13,Met,-35,Low
ACC10220,CL1040,Singapore,ETF,1740194.22,1355048.76,0.5,2704688.14,2658363.53,0.0,46324.61,46324.61,2026-07-21,2026-07-22,Met,-26,High
ACC10221,CL1041,UK,Fixed Income,735601.94,504726.58,0.6,1258669.78,1204837.31,0.0,53832.47,53832.47,2026-08-03,2026-08-05,Overdue,-12,High
ACC10222,CL1042,UK,Multi-Asset,306835.31,273107.47,0.55,605559.8,449645.22,0.0,155914.58,155914.58,2026-08-15,2026-08-16,Met,-1,Critical
ACC10223,CL1043,US,Fixed Income,2231046.15,1244634.47,0.5,2484300.34,2420792.68,0.0,63507.66,63507.66,2026-07-26,2026-07-27,Disputed,-21,High
ACC10224,CL1044,US,Equity,280888.71,221594.96,0.6,552605.89,491813.46,0.0,60792.43,60792.43,2026-07-11,2026-07-12,Open,-36,High
ACC10225,CL1045,US,Equity,771870.08,581894.38,0.65,1657818.75,1663733.25,0.0,0.0,0.0,2026-07-02,2026-07-04,Met,-44,Low
ACC10226,CL1046,US,Equity,553750.46,330949.37,0.6,825310.15,738127.01,0.0,87183.14,87183.14,2026-06-15,2026-06-17,Met,-61,High
ACC10227,CL1047,Singapore,ETF,1174444.66,608715.2,0.55,1349701.11,1106956.77,0.0,242744.34,242744.34,2026-08-01,2026-08-03,Disputed,-14,Critical
ACC10228,CL1048,UK,Equity,1427069.21,1107148.66,0.65,3154269.69,2357761.83,0.0,796507.86,796507.86,2026-06-27,2026-06-29,Met,-49,Critical
ACC10229,CL1049,Singapore,ETF,453161.16,371274.36,0.55,823224.75,705881.65,0.0,117343.1,117343.1,2026-06-28,2026-06-29,Met,-49,Critical
ACC10230,CL1050,UK,ETF,251434.2,152825.14,0.5,305040.2,228268.42,0.0,76771.78,76771.78,2026-08-03,2026-08-04,Met,-13,High
ACC10231,CL1051,Hong Kong,Equity,624670.2,482505.45,0.65,1374659.4,1083848.11,0.0,290811.29,290811.29,2026-07-29,2026-07-30,Met,-18,Critical
ACC10232,CL1052,UK,Fixed Income,266122.89,172331.99,0.65,490974.33,586060.39,0.0,0.0,0.0,2026-07-28,2026-07-29,Met,-19,Low
ACC10233,CL1053,UK,Equity,2002767.31,1615439.01,0.65,4602390.34,4243642.2,0.0,358748.14,358748.14,2026-06-02,2026-06-03,Open,-75,Critical
ACC10234,CL1054,UK,Equity,490118.02,269372.61,0.5,537669.88,519354.63,0.0,18315.25,18315.25,2026-07-06,2026-07-07,Met,-41,Medium
ACC10235,CL1055,US,Fixed Income,336384.06,301099.9,0.65,857834.47,975194.17,0.0,0.0,0.0,2026-08-10,2026-08-11,Met,-6,Low
ACC10236,CL1056,Hong Kong,ETF,508138.96,301684.54,0.6,752330.52,901129.8,0.0,0.0,0.0,2026-06-13,2026-06-16,Met,-62,Low
ACC10237,CL1057,US,Fixed Income,161079.82,102107.37,0.6,254631.85,252431.12,0.0,2200.73,2200.73,2026-06-15,2026-06-17,Met,-61,Medium
ACC10238,CL1058,US,Equity,213478.09,102265.82,0.65,291355.61,322308.33,0.0,0.0,0.0,2026-07-30,2026-08-01,Met,-16,Low
ACC10239,CL1059,UK,Equity,1088499.21,550515.12,0.65,1568419.15,1354283.69,0.0,214135.46,214135.46,2026-06-22,2026-06-24,Met,-54,Critical
ACC10240,CL1060,US,Fixed Income,270311.23,191361.69,0.6,477211.2,407000.06,0.0,70211.14,70211.14,2026-08-02,2026-08-03,Overdue,-14,High
ACC10241,CL1061,Singapore,Fixed Income,201756.49,117784.7,0.6,293727.43,264751.77,0.0,28975.66,28975.66,2026-08-14,2026-08-16,Overdue,-1,High
ACC10242,CL1062,Singapore,Fixed Income,661648.39,574138.85,0.7,1907438.04,1976589.6,0.0,0.0,0.0,2026-08-13,2026-08-14,Met,-3,Low
ACC10243,CL1063,Singapore,Equity,1076556.54,492359.57,0.65,1402733.82,1460380.35,0.0,0.0,0.0,2026-06-25,2026-06-27,Met,-51,Low
ACC10244,CL1064,US,ETF,758588.68,485153.13,0.6,1209858.18,1037598.23,0.0,172259.95,172259.95,2026-07-18,2026-07-19,Met,-29,Critical
ACC10245,CL1065,US,Equity,933817.0,577727.15,0.65,1645946.3,1261790.6,0.0,384155.7,384155.7,2026-07-13,2026-07-16,Met,-32,Critical
ACC10246,CL1066,Singapore,,250798.14,115282.83,0.6,287488.35,292145.12,0.0,0.0,0.0,2026-07-08,2026-07-09,Met,-39,Low
ACC10247,CL1067,UK,Multi-Asset,152305.25,78008.34,0.55,172967.49,132175.34,0.0,40792.15,40792.15,2026-07-11,2026-07-12,Met,-36,High
ACC10248,CL1068,Singapore,Equity,1364092.92,895965.34,0.6,2234327.53,2210300.14,0.0,24027.39,24027.39,2026-07-15,2026-07-18,Met,-30,Medium
ACC10249,CL1069,Singapore,Multi-Asset,347315.94,241882.04,0.7,803594.82,841131.59,0.0,0.0,0.0,2026-07-10,2026-07-11,Met,-37,Low
ACC10250,CL1070,Singapore,Equity,366544.51,239040.12,0.7,794153.22,834103.69,0.0,0.0,0.0,2026-06-17,2026-06-19,Met,-59,Low
ACC10251,CL1071,US,Equity,1197977.9,857115.86,0.6,2137446.03,2301465.21,0.0,0.0,0.0,2026-07-27,2026-07-29,Met,-19,Low
ACC10252,CL1072,UK,ETF,671435.01,501941.88,0.6,1251725.39,1422497.92,0.0,0.0,0.0,2026-06-02,2026-06-04,Met,-74,Low
ACC10253,CL1073,Singapore,Multi-Asset,622759.59,283331.89,0.55,628230.35,596805.95,0.0,31424.4,31424.4,2026-08-01,2026-08-04,Overdue,-13,High
ACC10254,CL1074,US,Fixed Income,2243957.84,1530486.01,0.7,5084671.13,5415808.28,0.0,0.0,0.0,2026-06-09,2026-06-12,Met,-66,Low
ACC10255,CL1075,US,Fixed Income,273036.65,254401.8,0.7,845188.7,853290.99,0.0,0.0,0.0,2026-08-07,2026-08-08,Met,-9,Low
ACC10256,CL1076,UK,Fixed Income,887248.25,629516.95,0.65,1793495.58,1422815.86,0.0,370679.72,370679.72,2026-06-17,2026-06-19,Overdue,-59,Critical
ACC10257,CL1077,Singapore,Fixed Income,461741.2,364208.13,0.65,1037630.0,739669.17,0.0,297960.83,297960.83,2026-07-20,2026-07-22,Met,-26,Critical
ACC10258,CL1078,Hong Kong,Fixed Income,541145.9,327897.58,0.65,934181.14,786833.4,0.0,147347.74,147347.74,2026-07-10,2026-07-12,Met,-36,Critical
ACC10259,CL1079,UK,Equity,1392138.09,1165213.58,0.6,2905769.53,2677715.59,0.0,228053.94,228053.94,2026-07-28,2026-07-29,Met,-19,Critical
ACC10260,CL1080,US,ETF,647501.78,541609.82,0.5,1081057.52,1090303.77,0.0,0.0,0.0,2026-08-14,2026-08-16,Met,-1,Low
ACC10261,CL1081,UK,Equity,662464.37,470779.0,0.6,1174012.47,1320740.16,0.0,0.0,0.0,2026-06-21,2026-06-24,Met,-54,Low
ACC10262,CL1082,Singapore,Multi-Asset,988931.65,927624.72,0.65,2642805.47,2109283.46,0.0,533522.01,533522.01,2026-06-18,2026-06-21,Open,-57,Critical
ACC10263,CL1083,US,Multi-Asset,336477.13,172537.1,0.65,491558.69,374948.63,0.0,116610.06,116610.06,2026-07-25,2026-07-26,Met,-22,Critical
ACC10264,CL1084,UK,Equity,235765.45,108092.29,0.6,269556.83,318546.08,0.0,0.0,0.0,2026-06-29,2026-06-30,Met,-48,Low
ACC10265,CL1085,Singapore,Fixed Income,202074.78,168748.43,0.7,560626.01,422724.5,0.0,137901.51,137901.51,2026-06-24,2026-06-25,Disputed,-53,Critical
ACC10266,CL1086,Hong Kong,Multi-Asset,101238.31,86414.77,0.55,191607.03,179966.05,0.0,11640.98,11640.98,2026-08-13,2026-08-15,Overdue,-2,Medium
ACC10267,CL1087,Hong Kong,Equity,2068129.94,1054960.56,0.6,2630824.34,2611834.69,0.0,18989.65,18989.65,2026-06-17,2026-06-19,Met,-59,Medium
ACC10268,CL1088,Hong Kong,ETF,193415.06,112720.64,0.65,321141.42,311727.87,0.0,9413.55,9413.55,2026-06-18,2026-06-19,Open,-59,Medium
ACC10269,CL1089,US,Multi-Asset,374767.0,171934.17,0.65,489840.94,363959.69,0.0,125881.25,125881.25,2026-07-12,2026-07-13,Disputed,-35,Critical
ACC10270,CL1090,US,Equity,359471.45,214480.19,0.65,611054.67,445161.55,0.0,165893.12,165893.12,2026-07-15,2026-07-16,Open,-32,Critical
ACC10271,CL1091,Hong Kong,Fixed Income,557130.63,466079.29,0.55,1033435.23,777909.81,0.0,255525.42,255525.42,2026-06-17,2026-06-18,Met,-60,Critical
ACC10272,CL1092,Hong Kong,Equity,815700.81,578315.78,0.55,1282296.63,1273056.2,0.0,9240.43,9240.43,2026-08-12,2026-08-15,Met,-2,Medium
ACC10273,CL1093,Singapore,Multi-Asset,843533.69,526405.34,0.65,1499730.31,1457996.48,0.0,41733.83,41733.83,2026-06-14,2026-06-16,Overdue,-62,High
ACC10274,CL1094,Singapore,Multi-Asset,285698.38,181666.93,0.6,453034.74,370070.67,0.0,82964.07,82964.07,2026-07-19,2026-07-20,Open,-28,High
ACC10275,CL1095,UK,Multi-Asset,390295.22,175897.01,0.55,390015.54,397381.79,0.0,0.0,0.0,2026-06-29,2026-06-30,Met,-48,Low
ACC10276,CL1096,UK,ETF,546852.81,328057.14,0.65,934635.73,1037477.21,0.0,0.0,0.0,2026-06-04,2026-06-05,Met,-73,Low
ACC10277,CL1097,Hong Kong,Multi-Asset,367133.81,283878.64,0.6,707926.78,510266.18,0.0,197660.6,197660.6,2026-06-20,2026-06-23,Open,-55,Critical
ACC10278,CL1098,UK,Fixed Income,1476978.76,1384072.69,0.65,3943227.04,3742378.66,0.0,200848.38,200848.38,2026-07-17,2026-07-18,Overdue,-30,Critical
ACC10279,CL1099,Hong Kong,Equity,639365.28,558505.02,0.65,1591182.39,1662236.97,0.0,0.0,0.0,2026-06-09,2026-06-10,Met,-68,Low
ACC10280,CL1100,Hong Kong,Fixed Income,767703.09,354523.35,0.55,786082.82,649427.01,0.0,136655.81,136655.81,2026-06-27,2026-06-28,Overdue,-50,Critical
ACC10281,CL1101,Singapore,Equity,727348.46,654090.14,0.5,1305569.14,1114806.5,0.0,190762.64,190762.64,2026-06-15,2026-06-17,Disputed,-61,Critical
ACC10282,CL1102,US,ETF,1066726.74,897756.38,0.65,2557710.48,,0.0,0.0,0.0,2026-06-19,2026-06-21,Met,-57,Low
ACC10283,CL1103,US,Equity,506746.51,425762.37,0.6,1061751.55,1219918.18,0.0,0.0,0.0,2026-07-22,2026-07-24,Met,-24,Low
ACC10284,CL1104,US,Equity,167271.92,113577.28,0.65,323581.99,357545.87,0.0,0.0,0.0,2026-06-26,2026-06-27,Met,-51,Low
ACC10285,CL1105,UK,Equity,597055.86,387490.83,0.65,1103962.48,1094650.68,0.0,9311.8,9311.8,2026-06-26,2026-06-27,Met,-51,Medium
ACC10286,CL1106,US,Fixed Income,271436.18,163257.43,0.65,465120.88,495405.3,0.0,0.0,0.0,2026-06-26,2026-06-27,Met,-51,Low
ACC10287,CL1107,UK,Equity,297609.5,143699.98,0.7,477408.57,421270.69,0.0,56137.88,56137.88,2026-07-16,2026-07-18,Open,-30,High
ACC10288,CL1108,UK,Fixed Income,686782.56,387426.19,0.6,966150.1,985939.52,0.0,0.0,0.0,2026-07-19,2026-07-20,Met,-28,Low
ACC10289,CL1109,US,Equity,1119857.84,642016.54,0.6,1601038.75,1493914.52,0.0,107124.23,107124.23,2026-07-23,2026-07-25,Overdue,-23,Critical
ACC10290,CL1110,UK,Equity,449528.12,311090.78,0.6,775787.48,616726.27,0.0,159061.21,159061.21,2026-06-03,2026-06-05,Overdue,-73,Critical
ACC10291,CL1111,US,ETF,557726.94,459412.06,0.55,1018652.02,1070469.97,0.0,0.0,0.0,2026-08-05,2026-08-07,Met,-10,Low
ACC10292,CL1112,US,Fixed Income,1585897.75,1089360.96,0.6,2716610.87,2657476.55,0.0,59134.32,59134.32,2026-07-12,2026-07-13,Open,-35,High
ACC10293,CL1113,Hong Kong,Equity,529964.28,253811.67,0.55,562775.32,494854.41,0.0,67920.91,67920.91,2026-06-19,2026-06-20,Met,-58,High
ACC10294,CL1114,US,ETF,3113513.33,2892126.65,0.7,9608394.19,11104129.02,0.0,0.0,0.0,2026-06-17,2026-06-18,Met,-60,Low
ACC10295,CL1115,US,Multi-Asset,676124.31,622955.35,0.6,1553504.61,1103713.85,0.0,449790.76,449790.76,2026-07-03,2026-07-05,Overdue,-43,Critical
ACC10296,CL1116,UK,ETF,118116.64,99524.46,0.6,248190.67,212919.44,0.0,35271.23,35271.23,2026-08-15,2026-08-17,Overdue,0,High
ACC10297,CL1117,Hong Kong,Equity,778408.1,736112.48,0.6,1835691.97,1337192.74,0.0,498499.23,498499.23,2026-07-19,2026-07-20,Met,-28,Critical
ACC10298,CL1118,US,Equity,588815.86,425267.05,0.5,848836.43,919513.66,0.0,0.0,0.0,2026-07-26,2026-07-27,Met,-21,Low
ACC10299,CL1119,UK,Multi-Asset,1163932.09,1084067.93,0.5,2163808.24,2274278.72,0.0,0.0,0.0,2026-08-02,2026-08-04,Met,-13,Low
ACC10300,CL1120,US,Equity,732989.03,357553.9,0.6,891655.61,771884.96,0.0,119770.65,119770.65,2026-06-03,2026-06-05,Open,-73,Critical
ACC10301,CL1121,US,Multi-Asset,398777.15,252362.28,0.5,503717.13,522773.48,0.0,0.0,0.0,2026-07-19,2026-07-20,Met,-28,Low
ACC10302,CL1122,UK,ETF,176623.62,99384.46,0.6,247841.55,222553.93,0.0,25287.62,25287.62,2026-07-25,2026-07-27,Met,-21,High
ACC10303,CL1123,UK,Multi-Asset,378220.47,207233.25,0.7,688482.56,742271.57,0.0,0.0,0.0,2026-06-26,2026-06-27,Met,-51,Low
ACC10304,CL1124,UK,Fixed Income,233773.89,121656.28,0.7,404173.69,374706.13,0.0,29467.56,29467.56,2026-08-11,2026-08-12,Met,-5,High
ACC10305,CL1125,Hong Kong,Multi-Asset,286246.16,217892.53,0.65,620776.44,562510.28,0.0,58266.16,58266.16,2026-07-22,2026-07-25,Met,-23,High
ACC10306,CL1126,Singapore,Equity,687924.11,578310.92,0.55,1282285.85,1496895.57,0.0,0.0,0.0,2026-06-07,2026-06-09,Met,-69,Low
ACC10307,CL1127,UK,Fixed Income,1547928.86,1144150.38,0.65,3259687.69,2690675.14,0.0,569012.55,569012.55,2026-07-16,2026-07-18,Met,-30,Critical
ACC10308,CL1128,US,Equity,594813.77,311373.92,0.7,1034464.85,786424.66,0.0,248040.19,248040.19,2026-07-16,2026-07-17,Open,-31,Critical
ACC10309,CL1129,Hong Kong,ETF,180428.11,154367.41,0.55,342278.07,339632.79,0.0,2645.28,2645.28,2026-06-16,2026-06-18,Open,-60,Medium
ACC10310,CL1130,US,ETF,617510.9,474234.39,0.65,1351095.13,1600589.58,0.0,0.0,0.0,2026-06-24,2026-06-25,Met,-53,Low
ACC10311,CL1131,UK,Multi-Asset,1085415.71,699097.65,0.55,1550105.65,1377919.3,0.0,172186.35,172186.35,2026-07-31,2026-08-01,Open,-16,Critical
ACC10312,CL1132,US,Multi-Asset,280033.03,220404.24,0.65,627932.31,459030.06,0.0,168902.25,168902.25,2026-07-24,2026-07-25,Overdue,-23,Critical
ACC10313,CL1133,US,Fixed Income,400106.93,232043.01,0.7,770907.01,670421.31,0.0,100485.7,100485.7,2026-08-01,2026-08-02,Met,-15,Critical
ACC10314,CL1134,Singapore,Equity,447314.03,278495.97,0.5,555880.18,529734.82,0.0,26145.36,26145.36,2026-06-01,2026-06-03,Met,-75,High
ACC10315,CL1135,Hong Kong,Equity,245567.29,223157.54,0.7,741387.18,578994.85,0.0,162392.33,162392.33,2026-07-19,2026-07-21,Overdue,-27,Critical
ACC10316,CL1136,Hong Kong,Fixed Income,719426.99,428240.54,0.65,1220058.52,1255502.57,0.0,0.0,0.0,2026-06-25,2026-06-26,Met,-52,Low
ACC10317,CL1137,UK,Equity,404047.97,276770.49,0.7,919503.29,1102369.23,0.0,0.0,0.0,2026-06-10,2026-06-11,Met,-67,Low
ACC10318,CL1138,US,Equity,606008.53,542420.4,0.6,1352669.33,1252395.6,0.0,100273.73,100273.73,2026-06-16,2026-06-17,Met,-61,Critical
ACC10319,CL1139,US,Equity,227380.67,182782.38,0.65,520747.52,456885.27,0.0,63862.25,63862.25,2026-07-28,2026-07-29,Disputed,-19,High
ACC10320,CL1140,US,Equity,318668.38,153311.87,0.5,306011.72,275518.29,0.0,30493.43,30493.43,2026-08-11,2026-08-13,Overdue,-4,High
ACC10321,CL1141,UK,Equity,760541.55,398258.74,0.6,993163.94,752394.27,0.0,240769.67,240769.67,2026-06-29,2026-07-01,Open,-47,Critical
ACC10322,CL1142,Hong Kong,Equity,334494.31,151833.92,0.5,303061.72,345986.41,0.0,0.0,0.0,2026-06-06,2026-06-07,Met,-71,Low
ACC10323,CL1143,Hong Kong,Equity,1615609.57,1236685.95,0.7,4108591.2,3728188.36,0.0,380402.84,380402.84,2026-06-16,2026-06-17,Disputed,-61,Critical
ACC10324,CL1144,US,Equity,327837.34,220908.84,0.65,629369.91,562428.37,0.0,66941.54,66941.54,2026-06-20,2026-06-22,Met,-56,High
ACC10325,CL1145,Singapore,Multi-Asset,523615.83,270781.34,0.65,771456.81,794481.04,0.0,0.0,0.0,2026-08-10,2026-08-12,Met,-5,Low
ACC10326,CL1146,Hong Kong,,890415.18,827166.37,0.7,2748061.03,2531010.13,0.0,217050.9,217050.9,2026-07-13,2026-07-14,Met,-34,Critical
ACC10327,CL1147,UK,Equity,152699.27,109154.0,0.5,217872.26,223126.63,0.0,0.0,0.0,2026-06-26,2026-06-27,Met,-51,Low
ACC10328,CL1148,UK,Fixed Income,118112.57,67435.98,0.6,168169.53,122885.37,0.0,45284.16,45284.16,2026-08-10,2026-08-12,Open,-5,High
ACC10329,CL1149,UK,Equity,140893.25,98667.79,0.5,196941.7,217987.22,0.0,0.0,0.0,2026-07-03,2026-07-04,Met,-44,Low
ACC10330,CL1150,US,Multi-Asset,1140455.24,900743.14,0.55,1997213.17,2337242.66,0.0,0.0,0.0,2026-06-26,2026-06-27,Met,-51,Low
ACC10331,CL1151,US,Fixed Income,292466.79,142758.78,0.55,316538.31,324256.37,0.0,0.0,0.0,2026-07-15,2026-07-17,Met,-31,Low
ACC10332,CL1152,Hong Kong,Equity,3013610.63,1770049.95,0.6,4414089.65,5196632.55,0.0,0.0,0.0,2026-08-02,2026-08-04,Met,-13,Low
ACC10333,CL1153,US,Equity,289761.75,247306.65,0.55,548351.77,425365.33,0.0,122986.44,122986.44,2026-08-06,2026-08-08,Met,-9,Critical
ACC10334,CL1154,US,Multi-Asset,508089.8,345415.93,0.5,689452.95,647195.07,0.0,42257.88,42257.88,2026-07-22,2026-07-24,Disputed,-24,High
ACC10335,CL1155,US,Multi-Asset,1406454.37,1017272.37,0.55,2255592.84,2257630.47,0.0,0.0,0.0,2026-08-07,2026-08-09,Met,-8,Low
ACC10336,CL1156,US,ETF,1991840.54,1327378.47,0.55,2943189.51,2916313.26,0.0,26876.25,26876.25,2026-06-26,2026-06-27,Met,-51,High
ACC10337,CL1157,Singapore,ETF,2076361.59,979938.79,0.7,3255610.6,2932429.03,0.0,323181.57,323181.57,2026-08-14,2026-08-15,Open,-2,Critical
ACC10338,CL1158,Hong Kong,,1095010.68,583503.7,0.65,1662403.7,1444698.98,0.0,217704.72,217704.72,2026-06-02,2026-06-03,Open,-75,Critical
ACC10339,CL1159,UK,Multi-Asset,953645.12,641584.61,0.7,2131510.33,1627220.59,0.0,504289.74,504289.74,2026-06-14,2026-06-15,Open,-63,Critical
ACC10340,CL1160,US,Equity,689964.35,382649.21,0.6,954237.43,854873.86,0.0,99363.57,99363.57,2026-06-30,2026-07-02,Met,-46,High
